0.451415928,0.44357457,0.349723192,0.461404066,1.06066E-09,0.459301092,9.90178E-10
0.488253268,0.441919018,0.12471226,0.313417624,4.08299E-10,0.360584904,1.01244E-09
0.723264257,0.615391542,0.574752365,0.605243473,8.77797E-10,0.467960655,1.53825E-09
0.488832583,0.417726391,0.129908266,0.323620797,4.51671E-10,0.461048314,1.0678E-09
0.201346738,0.376901022,0.152628356,0.433247266,1.22535E-09,0.39258932,6.18959E-10
0.885694167,0.59722401,0.541462562,0.513124252,0,0.552472416,2.14748E-09
0.489808625,0.450252667,0.33683263,0.423955883,3.19333E-10,0.67538716,1.08714E-09
0.393562269,0.011255644,0.097371438,0.157673282,1,0.216293848,1
0.297124343,0,0.07508036,0.151082857,1,0.206016178,1
0.578288506,0.366223382,0.541371192,0.592365233,1.21164E-09,0.438061811,1.03019E-09
0.839248994,0.817746738,0.281337025,0.368802884,1,0.670486592,1
0.974068744,1,0.702936807,0.753942044,1,0.958856392,1
0.786743081,0.644015838,0.273157722,0.446467367,2.81951E-07,0.719471572,2.26661E-09
0.436867959,0.341623434,0.207813787,0.237353909,1,0.210863392,1
0.298513275,0.331948599,0.139354406,0.309580866,5.56106E-10,0.357486832,7.41366E-10
0.480649638,0.44921486,0.222175069,0.340788909,3.76343E-10,0.358517493,1.06226E-09
0.763043954,0.473371904,0.206713425,0.403361762,2.02352E-10,0.564171505,1.63351E-09
0.250079426,0.321613194,0.063840666,0.101651797,1,0.201173622,1
0.666527129,0.56314963,0.366947007,0.322896664,1,0.554346648,1
0.661779104,0.610566828,0.368385744,0.443392222,7.59718E-11,0.715803761,1.7751E-09
0.596665916,0.545003499,0.242614284,0.365900965,2.58309E-10,0.379762897,1.45403E-09
0.516633039,0.407893437,0.141178048,0.371675521,4.97797E-10,0.592918129,1.06549E-09
0.689773631,0.268483744,0.266302188,0.372216818,1,0.259341687,1
0,0.10411857,0,0.021472987,1,5.70922E-07,1
0.842198605,0.382087214,0.631376069,0.803158174,6.92893E-10,0.6822093,1.59673E-09
0.695870818,0.682430485,0.490492465,0.426359101,1,0.769008712,1
0.541369443,0.284301321,0.25445105,0.182382766,1,0.232063837,1
0.628546524,0.265930867,0.284708516,0.283439411,1,0.578981575,1
0.683824984,0.496592303,0.423970454,0.487618839,3.72553E-10,0.652223977,1.3366E-09
0,0.081373081,0,0.140831152,1,5.70922E-07,1
0.589500547,0.155892097,0.10802926,0.249469644,1,0.307126947,1
0.995768284,0.92700168,0.75953144,0.88174946,1,0.945977806,1
0.569937106,0.338194586,0.242255775,0.320664204,1,0.233463872,1
0.856016115,0.481130067,1,0.997617869,9.03503E-10,0.878014269,1.81739E-09
0.983447866,0.794241666,0.673020527,0.771734679,1,0.726401001,1
0.576454627,0.550678145,0.235952309,0.25080614,1,0.378631076,1
0.799641066,0.430929038,0.286044824,0.326656897,1,0.574978778,1
