1,1,0.258317311,0.195165391,1.22204E-10,0.952995749,1
0,0.207091933,1,1,1,0.000114819,0.000100545
0.336950387,0.582805089,0.75978172,0.722852757,0,0.692052331,4.53806E-05
0.813704118,0.743294593,0.256730366,0.29532548,5.90697E-10,1,9.52418E-05
0.802104398,0.527430496,0,0.039195764,1.57253E-09,0.67322983,0.000154648
0.881561416,0.621797696,0.065137666,0,1.78092E-08,0.723236164,0.299340158
0.93998845,0.629096623,0.621261268,0.543180345,1,0.659953772,0.000122845
0.626729813,0.846273184,0.731070056,0.425800923,2.28443E-07,0.651897622,0.109398437
0.519826593,0.879825751,0.834584022,0.548855437,1.12806E-09,0.762641514,0.534400981
0.465488693,0.846145644,0.784514686,0.467558564,2.00688E-07,0.614169825,0.163454419
0.887778067,0.703378034,0.031314715,0.033742284,2.40812E-08,0.762129111,0.431433201
0.752730951,0.712072709,0.223685624,0.261135588,2.11046E-08,0.744048141,0.383250878
0.589386434,0.714829214,0.654155985,0.175719052,2.63664E-08,0.740901499,0.503448285
0.509532656,0.897909531,0.75311671,0.371868405,3.54372E-09,0.837815422,0.707489337
0.100728877,0.466983378,0.978654086,0.963541736,1.00958E-09,0.395872513,0.000135369
0.683755291,0.655112594,0.207971166,0.264323117,2.09056E-08,0.757676963,0.361184275
0.8556971,0.887165233,0.173370549,0.159569559,8.08242E-10,0.963064888,0.06283795
0.480607823,0.909036575,0.763686295,0.376833276,9.9878E-08,0.796037851,0.048099906
0.902523353,0.662973324,0.24668235,0.004578877,9.0836E-09,0.715773969,0.088429053
0.723126121,0.533195552,0.05186904,0.130795494,5.23481E-09,0.750008284,0.038858584
0.004997736,0,0.987300394,0.878840661,1,0.065360575,0.000102422
0.586541767,0.853880441,0.438264121,0.425890503,4.94484E-08,0.777061058,0.065335215
0.000224621,0.236626205,0.995136398,0.939310802,1,0.044246389,0.000100481
0.910254064,0.643387905,0.015298228,0.046102097,1.5796E-09,0.754319484,0.00014146
0.027331764,0.030283054,0.98134002,0.875298505,1,0.105983601,9.93745E-05
